record_key,openalex_id,doi,title,publication_year,cited_by_count,journal,authors,abstract_text,concepts,n_pattern_groups,n_high_specificity_groups,has_high_specificity,hit_groups,supporting_queries,precision_gate_pass,recency_score,citation_score,deep_relevance_score
https://doi.org/10.1371/journal.pcbi.1005223,https://openalex.org/W2559670191,https://doi.org/10.1371/journal.pcbi.1005223,Do Vascular Networks Branch Optimally or Randomly across Spatial Scales?,2016,45,PLoS Computational Biology,Elif Tekin; David Hunt; Mitchell G. Newberry; Van M. Savage,"Modern models that derive allometric relationships between metabolic rate and body mass are based on the architectural design of the cardiovascular system and presume sibling vessels are symmetric in terms of radius, length, flow rate, and pressure. Here, we study the cardiovascular structure of the human head and torso and of a mouse lung based on three-dimensional images processed via our software Angicart. In contrast to modern allometric theories, we find systematic patterns of asymmetry in vascular branching, potentially explaining previously documented mismatches between predictions (power-law or concave curvature) and observed empirical data (convex curvature) for the allometric scaling of metabolic rate. To examine why these systematic asymmetries in vascular branching might arise, we construct a mathematical framework to derive predictions based on local, junction-level optimality principles that have been proposed to be favored in the course of natural selection and development. The two most commonly used principles are material-cost optimizations (construction materials or blood volume) and optimization of efficient flow via minimization of power loss. We show that material-cost optimization solutions match with distributions for asymmetric branching across the whole network but do not match well for individual junctions. Consequently, we also explore random branching that is constrained at scales that range from local (junction-level) to global (whole network). We find that material-cost optimizations are the strongest predictor of vascular branching in the human head and torso, whereas locally or intermediately constrained random branching is comparable to material-cost optimizations for the mouse lung. These differences could be attributable to developmentally-programmed local branching for larger vessels and constrained random branching for smaller vessels.",Torso; Curvature; Allometry; Scaling; Computer science; Mathematics; Mathematical optimization; Algorithm; Geometry; Biology,1,1,TRUE,general_allometry,Q08,FALSE,26,3.828641396489095,7.608641396489095
https://doi.org/10.1002/ar.24233,https://openalex.org/W2972958471,https://doi.org/10.1002/ar.24233,Bite Force and Masticatory Muscle Architecture Adaptations in the Dietarily Diverse Musteloidea (Carnivora),2019,41,The Anatomical Record,Adam Hartstone‐Rose; Isabella Hertzig; Edwin Dickinson,"Dietary ecology and its relationship with both muscle architecture and bite force potential has been studied in many mammalian (and non-mammalian) taxa. However, despite the diversity of dietary niches that characterizes the superfamily Musteloidea, the masticatory muscle fiber architecture of its members has yet to be investigated anatomically. In this study, we present myological data from the jaw adductors in combination with biomechanical data derived from craniomandibular measurements for 17 species representing all four families (Ailuridae, Mephitidae, Mustelidae, and Procyonidae) of Musteloid. These data are combined to calculate bite force potential at each of three bite points along the dental row. Across our sample as a whole, masticatory muscle mass scaled with isometry or slight positive allometry against both body mass and skull size (measured via a cranial geometric mean). Total jaw adductor physiological cross-sectional area scaled with positive allometry against both body mass and skull size, while weighted fiber length scaled with negative allometry. From a dietary perspective, fiber length is strongly correlated with dietary size such that taxa that exploit larger foods demonstrated myological adaptations toward gape maximization. However, no consistent relationship between bite force potential and dietary mechanical resistance was observed. These trends confirm previous findings observed within the carnivoran family Felidae (as well as within primates), suggesting that the mechanisms by which masticatory anatomy adapts to dietary ecology may be more universally consistent than previously recognized. Anat Rec, 302:2287-2299, 2019. © 2019 American Association for Anatomy.",Allometry; Bite force quotient; Masticatory force; Muscle architecture; Biology; Skull; Anatomy; Mastication; Adductor muscles; Biting,1,1,TRUE,general_allometry,Q03,FALSE,29,3.7376696182833684,7.607669618283369
https://doi.org/10.1016/j.foreco.2013.09.047,https://openalex.org/W2164675590,https://doi.org/10.1016/j.foreco.2013.09.047,Propagating uncertainty to estimates of above-ground biomass for Kenyan mangroves: A scaling procedure from tree to landscape level,2013,49,Forest Ecology and Management,Rachel S. Cohen; J. J. Kaino; Judith Auma Okello; Jared O. Bosire; James Gitundu Kairo; Mark Huxham; Maurizio Mencuccini,"Mangroves are globally important carbon stores and as such have potential for inclusion in future forest-based climate change mitigation strategies such as Reduced Emissions from Deforestation and Degradation (REDD+). Participation in REDD+ will require developing countries to produce robust estimates of forest above-ground biomass (AGB) accompanied by an appropriate measure of uncertainty. Final estimates of AGB should account for known sources of uncertainty (measurement and predictive) particularly when estimating AGB at large spatial scales. In this study, mixed-effects models were used to account for variability in the allometric relationship of Kenyan mangroves due to species and site effects. A generic biomass equation for Kenyan mangroves was produced in addition to a set of species-site specific equations. The generic equation has potential for broad application as it can be used to predict the AGB of new trees where there is no pre-existing knowledge of the specific species-site allometric relationship: the most commonly encountered scenario in practical biomass studies. Predictions of AGB using the mixed-effects model showed good correspondence with the original observed values of AGB although displayed a poorer fit at higher AGB values, suggesting caution in extrapolation. A strong relationship was found between the observed and predicted values of AGB using an independent validation dataset from the Zambezi Delta, Mozambique (R2 = 0.96, p = < 0.001). The simulation based approach to uncertainty propagation employed in the current study produced estimates of AGB at different spatial scales (tree – landscape level) accompanied by a realistic measure of the total uncertainty. Estimates of mangrove AGB in Kenya are presented at the plot, regional and landscape level accompanied by 95% prediction intervals. The 95% prediction intervals for landscape level estimates of total AGB stocks suggest that between 5.4 and 7.2 megatonnes of AGB is currently held in Kenyan mangrove forests.",Mangrove; Biomass (ecology); Tree allometry; Environmental science; Deforestation (computer science); Extrapolation; Allometry; Ecology; Atmospheric sciences; Physical geography,1,1,TRUE,general_allometry,Q02,FALSE,23,3.912023005428146,7.602023005428146
https://doi.org/10.1111/nph.12136,https://openalex.org/W2000057800,https://doi.org/10.1111/nph.12136,Elevated <scp>CO</scp><sub>2</sub> enrichment induces a differential biomass response in a mixed species temperate forest plantation,2013,49,New Phytologist,Andrew R. Smith; Martin Lukáč; R.R. Hood; John R. Healey; F. Miglietta; Douglas L. Godbold,"In a free-air carbon dioxide (CO(2)) enrichment study (BangorFACE), Alnus glutinosa, Betula pendula and Fagus sylvatica were planted in areas of one-, two- and three-species mixtures (n = 4). The trees were exposed to ambient or elevated CO(2) (580 μmol mol(-1)) for 4 yr, and aboveground growth characteristics were measured. In monoculture, the mean effect of CO(2) enrichment on aboveground woody biomass was + 29, + 22 and + 16% for A. glutinosa, F. sylvatica and B. pendula, respectively. When the same species were grown in polyculture, the response to CO(2) switched to + 10, + 7 and 0% for A. glutinosa, B. pendula and F. sylvatica, respectively. In ambient atmosphere, our species grown in polyculture increased aboveground woody biomass from 12.9 ± 1.4 to 18.9 ± 1.0 kg m(-2), whereas, in an elevated CO(2) atmosphere, aboveground woody biomass increased from 15.2 ± 0.6 to 20.2 ± 0.6 kg m(-2). The overyielding effect of polyculture was smaller (+ 7%) in elevated CO(2) than in an ambient atmosphere (+ 18%). Our results show that the aboveground response to elevated CO(2) is affected significantly by intra- and interspecific competition, and that the elevated CO(2) response may be reduced in forest communities comprising tree species with contrasting functional traits.",Biomass (ecology); Temperate forest; Temperate climate; Temperate rainforest; Biology; Ecology; Chemistry; Botany; Ecosystem,1,0,FALSE,empirical_signal,Q01; Q03; Q04; Q09,FALSE,23,3.912023005428146,7.602023005428146
https://doi.org/10.1038/s41467-023-44004-5,https://openalex.org/W4389736175,https://doi.org/10.1038/s41467-023-44004-5,Edge effects on tree architecture exacerbate biomass loss of fragmented Amazonian forests,2023,36,Nature Communications,Matheus Henrique Nunes; Marcel C. Vaz; José Luís Camargo; William F. Laurance; Ana Andrade; Alberto Vicentini; Susan G. W. Laurance; Pasi Raumonen,"Habitat fragmentation could potentially affect tree architecture and allometry. Here, we use ground surveys of terrestrial LiDAR in Central Amazonia to explore the influence of forest edge effects on tree architecture and allometry, as well as forest biomass, 40 years after fragmentation. We find that young trees colonising the forest fragments have thicker branches and architectural traits that optimise for light capture, which result in 50% more woody volume than their counterparts of similar stem size and height in the forest interior. However, we observe a disproportionately lower height in some large trees, leading to a 30% decline in their woody volume. Despite the substantial wood production of colonising trees, the lower height of some large trees has resulted in a net loss of 6.0 Mg ha<sup>-1</sup> of aboveground biomass - representing 2.3% of the aboveground biomass of edge forests. Our findings indicate a strong influence of edge effects on tree architecture and allometry, and uncover an overlooked factor that likely exacerbates carbon losses in fragmented forests.",Amazonian; Tree (set theory); Biomass (ecology); Enhanced Data Rates for GSM Evolution; Architecture; Agroforestry; Ecology; Biology; Geography; Amazon rainforest,1,1,TRUE,general_allometry,Q03; Q09,FALSE,33,3.6109179126442243,7.600917912644224
https://doi.org/10.4102/sajs.v107i5/6.356,https://openalex.org/W2142074561,https://doi.org/10.4102/sajs.v107i5/6.356,A method for calculating the variance and confidence intervals for tree biomass estimates obtained from allometric equations,2011,52,South African Journal of Science,Alecia Nickless; Robert J. Scholes; Sally Archibald,"The need for accurate quantification of the amount of carbon stored in the environment has never been greater. Carbon sequestration has become a vital component of the battle against global climate change, and monitoring and quantifying this process are major challenges for policymakers. Plant allometric equations allow managers and scientists to quantify the biomass contained in a tree without cutting it down, and therefore can play a pivotal role in measuring carbon sequestration in forests and savannahs. These equations have been available since the beginning of the 20th century, but their usefulness depends on the ability to estimate the error associated with the equations - something which has received scant attention in the past. This paper provides a method based on the theory of linear regression and the lognormal distribution to derive confidence limits for estimates of biomass derived from plant allometric equations. Allometric equations for several southern African savannah species are provided, as well as the parameters and equations required to calculate the confidence intervals. This method was applied to data collected from a sampling campaign carried out in a savannah landscape at the Skukuza flux site, Kruger National Park, South Africa. Here the error was 10% of the total site biomass for the woody biomass and 2% for the leaf biomass. When the data were split into individual plots and used to estimate site biomass (as would occur in most sampling schemes) the error increased to 16% and 12% of the woody and leaf biomasses, respectively, as the sampling errors were added to the errors in the allometric equation. These methods can be used in any discipline that applies allometric equations, such as health sciences and animal physiology.",Tree allometry; Allometry; Biomass (ecology); Sampling (signal processing); Environmental science; Statistics; Carbon sequestration; Confidence interval; Tree (set theory); National park,1,1,TRUE,general_allometry,Q01; Q03,FALSE,21,3.970291913552122,7.600291913552121
https://doi.org/10.1371/journal.pone.0262421,https://openalex.org/W4221064315,https://doi.org/10.1371/journal.pone.0262421,"The impact of COVID-19 non-pharmaceutical interventions on the lived experiences of people living in Thailand, Malaysia, Italy and the United Kingdom: A cross-country qualitative study",2022,37,PLoS ONE,Mira Leonie Schneiders; Bhensri Naemiratch; Phaik Kin Cheah; Giulia Cuman; Tassawan Poomchaichote; Supanat Ruangkajorn; Silvia Stoppa; Anne Osterrieder,"This qualitative study explores the impact of non-pharmaceutical interventions (NPIs), including social distancing, travel restrictions and quarantine, on lived experiences during the first wave of the COVID-19 pandemic in Thailand (TH), Malaysia (MY), Italy (IT) and the United Kingdom (UK). A total of 86 interviews (TH: n = 28; MY: n = 18; IT: n = 20; UK: n = 20) were conducted with members of the public, including healthcare workers (n = 13). Participants across countries held strong views on government imposed NPIs, with many feeling measures lacked clarity. Most participants reported primarily negative impacts of NPIs on their lives, including through separation, isolation and grief over missed milestones; work-related challenges and income loss; and poor mental health and wellbeing. Nonetheless, many also experienced inadvertent positive consequences, including more time at home to focus on what they most valued in life; a greater sense of connectedness; and benefits to working life. Commonly employed coping strategies focused on financial coping (e.g. reducing spending); psycho-emotional coping (e.g. engaging in spiritual practices); social coping and connectedness (e.g., maintaining relationships remotely); reducing and mitigating risks (e.g., changing food shopping routines); and limiting exposure to the news (e.g., checking news only occasionally). Importantly, the extent to which participants' lived experiences were positive or negative, and their ability to cope was underpinned by individual, social and economic factors, with the analysis indicating some salient differences across countries and participants. In order to mitigate negative and unequal impacts of NPIs, COVID-19 policies will benefit from paying closer attention to the social, cultural and psychological-not just biological-vulnerabilities to, and consequences of public health measures.",Psychological intervention; Coping (psychology); Social distance; Qualitative research; Pandemic; Mental health; Feeling; Social connectedness; Loneliness; Psychology,1,0,FALSE,empirical_signal,Q08,FALSE,32,3.6375861597263857,7.597586159726386
https://doi.org/10.5860/choice.42-0281,https://openalex.org/W1773181594,https://doi.org/10.5860/choice.42-0281,Agrodiversity: learning from farmers across the world,2004,64,Choice Reviews Online,NA,"&lt;p&gt;Through generations of innovation and experiment, smallholder farms (cultivated pieces of land smaller than 50 acres) have nurtured a rich diversity of both wild and domestic plants and animals. While most academic literature emphasizes the accelerated loss of biodiversity, this book describes how large numbers of smallholder farmers are conserving biodiversity in their farmland and surrounds. Based on the fieldwork of the United Nations University Project on People, Land Management, and Environmental Change (PLEC), the book observes how farmers use their knowledge and skills to manage diversity and to manage their resources conservatively and profitably. The book highlights positive examples of resource management in Brazil, China, Ghana, GuinÃ©e, Jamaica, Kenya, Mexico, Papua New Guinea, Peru, Thailand, Tanzania, Uganda, Britain, the United States, Japan, and Australia. These examples demonstrate how ""agrodiversity"" practices can be used to reverse loss of biodiversity, control land degradation, and improve small farmers' livelihoods, and how they could be successfully applied to other situations.&lt;/p&gt;",History,1,0,FALSE,empirical_signal,Q07,FALSE,14,4.174387269895637,7.594387269895637
https://doi.org/10.1111/pce.13109,https://openalex.org/W2772304596,https://doi.org/10.1111/pce.13109,Impacts of long‐term precipitation manipulation on hydraulic architecture and xylem anatomy of piñon and juniper in Southwest USA,2017,43,Plant Cell & Environment,Patrick J. Hudson; Jean‐Marc Limousin; Daniel Krofcheck; Amanda L. Boutz; Robert E. Pangle; Nathan Gehres; Nate G. McDowell; William T. Pockman,"Hydraulic architecture imposes a fundamental control on water transport, underpinning plant productivity, and survival. The extent to which hydraulic architecture of mature trees acclimates to chronic drought is poorly understood, limiting accuracy in predictions of forest responses to future droughts. We measured seasonal shoot hydraulic performance for multiple years to assess xylem acclimation in mature piñon (Pinus edulis) and juniper (Juniperus monosperma) after 3+ years of precipitation manipulation. Our treatments consisted of water addition (+20% ambient precipitation), partial precipitation-exclusion (-45% ambient precipitation), and exclusion-structure control. Supplemental watering elevated leaf water potential, sapwood-area specific hydraulic conductivity, and leaf-area specific hydraulic conductivity relative to precipitation exclusion. Shifts in allocation of leaf area to sapwood area enhanced differences between irrigated and droughted K<sub>L</sub> in piñon but not juniper. Piñon and juniper achieved similar K<sub>L</sub> under ambient conditions, but juniper matched or outperformed piñon in all physiological measurements under both increased and decreased precipitation treatments. Embolism vulnerability and xylem anatomy were unaffected by treatments in either species. Absence of significant acclimation combined with inferior performance for both hydraulic transport and safety suggests piñon has greater risk of local extirpation if aridity increases as predicted in the southwestern USA.",Juniper; Xylem; Hydraulic conductivity; Precipitation; Environmental science; Botany; Hydrology (agriculture); Ecology; Biology; Soil water,1,1,TRUE,pipe_model,Q03,FALSE,27,3.784189633918261,7.594189633918261
https://doi.org/10.3354/meps10174,https://openalex.org/W2163987191,https://doi.org/10.3354/meps10174,Exudation of organic carbon by marine phytoplankton: dependence on taxon and cell size,2012,50,Marine Ecology Progress Series,Daffne C. López‐Sandoval; Tamara Rodríguez‐Ramos; Pedro Cermeño; Emilio Marañón,"We determined the relationship between photosynthetic production of dissolved organic carbon (OC) and phytoplankton cell size and taxonomic composition in cultures of marine phytoplankton at 3 different growth stages.We measured OC exudation in 22 species belonging to 5 phyla and spanning > 7 orders of magnitude in cell volume.The extracellular release of OC in our cultures represented on average ~2% of total carbon fixation, was not statistically different between growth stages, and was not correlated to cell size.The cell-specific OC exudation rate held an isometric relationship with cell size during the different growth phases (average slope: 0.95), which implies that general allometric models cannot be used to predict exudation in marine phytoplankton.",Phytoplankton; Cell size; Total organic carbon; Ecology; Biology; Allometry; Taxon; Nutrient; Botany; Cell biology,1,1,TRUE,general_allometry,Q08,FALSE,22,3.9318256327243257,7.591825632724326
https://doi.org/10.1371/journal.pone.0092619,https://openalex.org/W1983871405,https://doi.org/10.1371/journal.pone.0092619,Short-Term Effect of Nutrient Availability and Rainfall Distribution on Biomass Production and Leaf Nutrient Content of Savanna Tree Species,2014,47,PLoS ONE,Eduardo R. M. Barbosa; Kyle W. Tomlinson; Luísa G. Carvalheiro; Kevin Kirkman; S. de Bie; H.H.T. Prins; Frank van Langevelde,"Changes in land use may lead to increased soil nutrient levels in many ecosystems (e.g. due to intensification of agricultural fertilizer use). Plant species differ widely in their response to differences in soil nutrients, and for savannas it is uncertain how this nutrient enrichment will affect plant community dynamics. We set up a large controlled short-term experiment in a semi-arid savanna to test how water supply (even water supply vs. natural rainfall) and nutrient availability (no fertilisation vs. fertilisation) affects seedlings' above-ground biomass production and leaf-nutrient concentrations (N, P and K) of broad-leafed and fine-leafed tree species. Contrary to expectations, neither changes in water supply nor changes in soil nutrient level affected biomass production of the studied species. By contrast, leaf-nutrient concentration did change significantly. Under regular water supply, soil nutrient addition increased the leaf phosphorus concentration of both fine-leafed and broad-leafed species. However, under uneven water supply, leaf nitrogen and phosphorus concentration declined with soil nutrient supply, this effect being more accentuated in broad-leafed species. Leaf potassium concentration of broad-leafed species was lower when growing under constant water supply, especially when no NPK fertilizer was applied. We found that changes in environmental factors can affect leaf quality, indicating a potential interactive effect between land-use changes and environmental changes on savanna vegetation: under more uneven rainfall patterns within the growing season, leaf quality of tree seedlings for a number of species can change as a response to changes in nutrient levels, even if overall plant biomass does not change. Such changes might affect herbivore pressure on trees and thus savanna plant community dynamics. Although longer term experiments would be essential to test such potential effects of eutrophication via changes in leaf nutrient concentration, our findings provide important insights that can help guide management plans that aim to preserve savanna biodiversity.",Nutrient; Agronomy; Environmental science; Biomass (ecology); Phosphorus; Fertilizer; Ecosystem; Biology; Ecology; Chemistry,1,0,FALSE,empirical_signal,Q04,FALSE,24,3.871201010907891,7.591201010907891
https://doi.org/10.3389/fpls.2014.00194,https://openalex.org/W1969575501,https://doi.org/10.3389/fpls.2014.00194,Elevational patterns of Polylepis tree height (Rosaceae) in the high Andes of Peru: role of human impact and climatic conditions,2014,47,Frontiers in Plant Science,Michael Kessler; Johanna M. Toivonen; Steven P. Sylvester; JÃ ⁄ rgen Kluge; Dietrich Hertel,"We studied tree height in stands of high-Andean Polylepis forests in two cordilleras near Cuzco (Peru) with respect to variations in human impact and climatic conditions, and compared air and soil temperatures between qualitatively defined dry and humid slopes. We studied 46 forest plots of 100 m(2) of five Polylepis species at 3560-4680 m. We measured diameter at breast height (dbh) and tree height in the stands (1229 trees in total), as well as air and soil temperatures in a subset of plots. The data was analyzed combining plots of given species from different sites at the same elevation (±100 m). There was no elevational decrease of mean maximum tree height across the entire data set. On humid slopes, tree height decreased continuously with elevation, whereas on dry slopes it peaked at middle elevations. With mean maximum tree heights of 9 m at 4530 m on the humid slopes and of 13 m at 4650 m on the dry slopes, we here document the tallest high-elevation forests found so far worldwide. These highest stands grow under cold mean growing season air temperatures (3.6 and 3.8°C on humid vs. dry slopes) and mean growing season soil temperatures (5.1 vs. 4.6°C). Mean annual air and soil temperature both decreased with elevation. Dry slopes had higher mean and maximum growing season air temperatures than humid slopes. Mean annual soil temperatures did not significantly differ and mean annual air temperatures only slightly differed between slopes. However, maximum air temperatures differed on average by 6.6 K between dry and humid slopes. This suggests that the differences in tree height between the two slopes are most likely due to differences in solar radiation as reflected by maximum air temperatures. Our study furthermore provides evidence that alpine Polylepis treelines grow under lower temperature conditions than global high-elevation treelines on average, suggesting that Polylepis species may have evolved special physiological adaptations to low temperatures.",Elevation (ballistics); Air temperature; Dry season; Altitude (triangle); Environmental science; Mean radiant temperature; Atmospheric sciences; Biology; Hydrology (agriculture); Ecology,1,1,TRUE,height_diameter,Q04,FALSE,24,3.871201010907891,7.591201010907891
https://doi.org/10.1186/s12870-016-0876-3,https://openalex.org/W2510252496,https://doi.org/10.1186/s12870-016-0876-3,Genotypic variation in biomass allocation in response to field drought has a greater affect on yield than gas exchange or phenology,2016,44,BMC Plant Biology,Christine E. Edwards; B. E. Ewers; Cynthia Weinig,Increases in root allocation beyond those needed to survive and maintain favorable water relations came at the cost of fruit production. The environment-specific effects of root:shoot ratio on yield and the differential expression of QTL for this trait across water regimes have important implications for efforts to improve crops for drought resistance.,Biology; Shoot; Agronomy; Biomass (ecology); Phenology; Drought tolerance; Biomass partitioning; Growing season; Water content; Horticulture,1,1,TRUE,root_shoot,Q03; Q04; Q10,FALSE,26,3.8066624897703196,7.58666248977032
https://doi.org/10.3389/fpls.2016.00779,https://openalex.org/W2413236162,https://doi.org/10.3389/fpls.2016.00779,Root Foraging Performance and Life-History Traits,2016,44,Frontiers in Plant Science,Martin Weiser; Tomáš Koubek; Tomáš Herben,"Plants use their roots to forage for nutrients in heterogeneous soil environments, but different plant species vastly differ in the intensity of foraging they perform. This diversity suggests the existence of constraints on foraging at the species level. We therefore examined the relationships between the intensity of root foraging and plant body traits across species in order to estimate the degree of coordination between plant body traits and root foraging as a form of plant behavior. We cultivated 37 perennial herbaceous Central European species from open terrestrial habitats in pots with three different spatial gradients of nutrient availability (steep, shallow, and no gradient). We assessed the intensity of foraging as differences in root placement inside pots with and without a spatial gradient of resource supply. For the same set of species, we retrieved data about body traits from available databases: maximum height at maturity, mean area of leaf, specific leaf area, shoot lifespan, ability to self-propagate clonally, maximal lateral spread (in clonal plants only), realized vegetative growth in cultivation, and realized seed regeneration in cultivation. Clonal plants and plants with extensive vegetative growth showed considerably weaker foraging than their non-clonal or slow-growing counterparts. There was no phylogenetic signal in the amount of expressed root foraging intensity. Since clonal plants foraged less than non-clonals and foraging intensity did not seem to be correlated with species phylogeny, we hypothesize that clonal growth itself (i.e., the ability to develop at least partly self-sustaining ramets) may be an answer to soil heterogeneity. Whereas unitary plants use roots as organs specialized for both resource acquisition and transport to overcome spatial heterogeneity in resource supply, clonal plants separate these two functions. Becoming a clonal plant allows higher specialization at the organ level, since a typical clonal plant can be viewed as a network of self-sustainable harvesting units connected together with specialized high-throughput connection organs. This may be an effective alternative for coping with spatial heterogeneity in resource availability.",Foraging; Biology; Herbaceous plant; Perennial plant; Ecology; Forage; Vegetative reproduction; Nutrient; Habitat; Botany,1,1,TRUE,root_shoot,Q03; Q04; Q10,FALSE,26,3.8066624897703196,7.58666248977032
https://doi.org/10.1038/s41598-019-51248-z,https://openalex.org/W2979624345,https://doi.org/10.1038/s41598-019-51248-z,"Structural complexity governs seagrass acclimatization to depth with relevant consequences for meadow production, macrophyte diversity and habitat carbon storage capacity",2019,40,Scientific Reports,Susana Enríquez; Irene Olivé; Napo M. Cayabyab; John D. Hedley,"Analyses of the integrated seagrass response to depth support the previously documented low plasticity and consistent shade-adapted leaf physiology of a habitat-builder that dominates well-illuminated reef environments. Two structural responses, ""canopy-opening"" and ""below-ground-mass-depletion"", govern the photoacclimatory response and facilitate, respectively, light penetration within the canopy and functional adjustments in whole-plant carbon balances. Conversely, ""canopy-closing"" may also explain dense canopies formed close to the waterline, as they provide shade and photoprotection to a susceptible leaf physiology under high-light. Canopy light attenuation is primarily regulated by the leaf area index (LAI), which is governed by changes in shoot size and density. Shoot density diminishes non-linearly with depth, while shoot size increases to a maximum followed by a decline. The initial increase in shoot size, which resembles a self-thinning response, increases LAI and meadow production in shallow depths. These seagrass structural adjustments have relevant ecological implications. Canopy-thinning allows macrophyte diversity to increase with depth, while seagrass production and carbon storage diminish exponentially, and are maximal only in a shallow coastal fringe. The results support the universality of plant self-thinning, from phytoplankton to complex canopies, likely the consequence of simple physical laws related to light limitation and pigment self-shading within photosynthetic structures and communities.",Seagrass; Canopy; Shading; Environmental science; Ecology; Biology; Shoot; Photoprotection; Acclimatization; Thinning,1,1,TRUE,self_thinning,Q07,FALSE,29,3.713572066704308,7.583572066704308
https://doi.org/10.5194/bg-16-1883-2019,https://openalex.org/W2944332714,https://doi.org/10.5194/bg-16-1883-2019,N : P stoichiometry and habitat effects on Mediterranean savanna seasonal root dynamics,2019,40,Biogeosciences,Richard Nair; Kendalynn A. Morris; Martin Hertel; Yunpeng Luo; Gerardo Moreno; Markus Reichstein; Marion Schrumpf; Mirco Migliavacca,"Abstract. Mediterranean grasslands are highly seasonal and co-limited by water and nutrients. In such systems, little is known about root dynamics which may depend on individual plant properties and environment as well as seasonal water shortages and site fertility. Patterns of root biomass and activity are affected by the presence of scattered trees, grazing, site management, and chronic nitrogen deposition, all of which can affect nutrient ratios and potentially cause development of nitrogen : phosphorus (N : P) imbalances in ecosystem stoichiometry. In this study we combined observations from minirhizotrons with root measurements from direct soil cores and ingrowth cores, along with measures of above-ground biomass to investigate seasonal root dynamics and root : shoot ratios in a Mediterranean tree–grass “savanna”. We investigated responses to soil fertility, using nutrient manipulation (N∕NP addition) and spatial microhabitat treatments between open-pasture and microhabitats under the tree canopy. Root dynamics over time were also compared with indices of above-ground growth drawn from proximal remote sensing. Results show distinct differences in root dynamics and biomass between treatments and microhabitats. Root biomass was higher with N additions, but did not differ from the control with NP additions in early spring. By the end of the growing season root biomass had increased with NP in open pastures but not higher than N added alone. In contrast, root length density (RLD) in pastures responded stronger to the NP than N-only addition, while beneath trees root biomass tended to be higher with only N. Even though root biomass increased, the root : shoot ratio decreased under nutrient treatments. Timing of root and shoot growth was reasonably well paired, although in autumn root growth appeared to be substantially slower than “regreening” of the system. We interpret these differences as a shift in community structure and/or root traits under changing stoichiometry induced by the fertilization. We also consider seasonal (phenology) differences in the strength and direction of effects observed.",Biomass (ecology); Nutrient; Mediterranean climate; Agronomy; Pasture; Environmental science; Canopy; Phosphorus; Ecosystem; Soil fertility,1,1,TRUE,root_shoot,Q03; Q04,FALSE,29,3.713572066704308,7.583572066704308
https://doi.org/10.1007/s11258-008-9485-z,https://openalex.org/W2134199200,https://doi.org/10.1007/s11258-008-9485-z,Effects of competition on root–shoot allocation in Plantago lanceolata L.: adaptive plasticity or ontogenetic drift?,2008,56,Plant Ecology,Frank Berendse; Frans Möller,"We investigated how shoot and root allocation in plants responds to increasing levels of competitive stress at different levels of soil fertility. In addition, we analyzed whether different responses were due to adaptive plasticity or should be attributed to ontogenetic drift. Plantago lanceolata plants were grown during 18 weeks at five plant densities and four nutrient supply levels in pots in the greenhouse. Thereafter root and shoot biomass was measured. There were clear negative effects of increasing plant densities on plant weights revealing strong intraspecific competition. At the lower N-treatments, the proportional allocation to root mass increased with increasing competitive stress, indicating the important role of belowground competition. At the higher N-supply rate, the relationship between competitive stress and shoot to root ratio was neutral. These responses could not be attributed to ontogenetic drift, but could only be explained by assuming adaptive plasticity. It was concluded that at lower N-supplies belowground competition dominates and leads to increased allocation to roots, while at the higher N-supply competition for soil resources and light had balanced impacts on shoot and root allocation. An alternative hypothesis explaining the observed pattern is that light competition has far less pronounced impacts on root–shoot allocation than nutrient deprival.",Shoot; Biology; Competition (biology); Plantaginaceae; Plantago; Intraspecific competition; Plant ecology; Biomass (ecology); Nutrient; Phenotypic plasticity,1,1,TRUE,root_shoot,Q03; Q04; Q10,FALSE,18,4.04305126783455,7.58305126783455
https://doi.org/10.1002/ece3.1344,https://openalex.org/W2057653061,https://doi.org/10.1002/ece3.1344,Morphological and moisture availability controls of the leaf area‐to‐sapwood area ratio: analysis of measurements on <scp>A</scp>ustralian trees,2015,45,Ecology and Evolution,Henrique Fürstenau Togashi; I. Colin Prentice; Bradley Evans; David I. Forrester; Paul L. Drake; Paul Feikema; Kim Brooksbank; Derek Eamus,"The leaf area-to-sapwood area ratio (LA:SA) is a key plant trait that links photosynthesis to transpiration. The pipe model theory states that the sapwood cross-sectional area of a stem or branch at any point should scale isometrically with the area of leaves distal to that point. Optimization theory further suggests that LA:SA should decrease toward drier climates. Although acclimation of LA:SA to climate has been reported within species, much less is known about the scaling of this trait with climate among species. We compiled LA:SA measurements from 184 species of Australian evergreen angiosperm trees. The pipe model was broadly confirmed, based on measurements on branches and trunks of trees from one to 27 years old. Despite considerable scatter in LA:SA among species, quantile regression showed strong (0.2 < R1 < 0.65) positive relationships between two climatic moisture indices and the lowermost (5%) and uppermost (5-15%) quantiles of log LA:SA, suggesting that moisture availability constrains the envelope of minimum and maximum values of LA:SA typical for any given climate. Interspecific differences in plant hydraulic conductivity are probably responsible for the large scatter of values in the mid-quantile range and may be an important determinant of tree morphology.",Moisture; Environmental science; Botany; Biology; Horticulture; Chemistry; Organic chemistry,1,1,TRUE,pipe_model,Q05; Q09,FALSE,25,3.828641396489095,7.578641396489095
